PRINT LIST,Rev. Statues,"T 
PURPOSE",UNIT,Doc.Type,"WORK 
CAT.",SUBJ,Document No.,Document Title,Rev.,"Doc.
Purpose",TN No.,TN Date,Statues,Remarks,New Rev On TPLANET,Site Manager,PREV,QA-QC,Material Control,Survey,Admin,Scaffold,Piping E. (13),Piping F. (13),"Underg.
 (14)","South
CON.
Manager",Civil N&S (17),PRE CAST UG ,"Elec. & Instro.
 (15 & 16)","SST
 (18)","Insulation
 (22)","Painting
(23)",Tanks ,"Flare
Manager","Mec. Erction
 (68)"
,P,INFO,1D55,DW,14,25,079254C-1D55-DW-1425-001-02,"ROADS, PAVING & FINISHING
LAYOUT UNIT 1D55 (COKE STORAGE
AND HANDLING - CKSU)",A,IDD,T-TP-PTJ-00122,9/27/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"174,205",L,CONS,1D55,DW,14,25,079254C-1D55-DW-1425-001-02,"ROADS, PAVING & FINISHING
LAYOUT UNIT 1D55 (COKE STORAGE
AND HANDLING - CKSU)",0,IFC,T-TP-PTJ-00768,7/3/2023,Final,,,,,√,,√,,,,,,,,,,,,,,,
,P,INFO,1D55,DW,14,25,079254C-1D55-DW-1425-001-03,"ROADS, PAVING & FINISHING
LAYOUT UNIT 1D55 (COKE STORAGE
AND HANDLING - CKSU)",A,IDD,T-TP-PTJ-00122,9/27/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"174,205",L,CONS,1D55,DW,14,25,079254C-1D55-DW-1425-001-03,"ROADS, PAVING & FINISHING
LAYOUT UNIT 1D55 (COKE STORAGE
AND HANDLING - CKSU)",0,IFC,T-TP-PTJ-00768,7/3/2023,Final,,,,,√,,√,,,,,,,,,,,,,,,
"174,205",P,CONS,1D55,DW,14,25,079254C-1D55-DW-1425-001-04,"ROADS, PAVING & FINISHING LAYOUT - UNIT 1D55 - CKSU AREA 1D55U01 - U/G AREA 1D55U01-04",0,IFC,T-TP-PTJ-00768,7/3/2023,Rev-up,,,,,√,,√,,,,,,,,,,,,,,,
609,L,CONS,1D55,DW,14,25,079254C-1D55-DW-1425-001-04,"ROADS, PAVING & FINISHING LAYOUT - UNIT 1D55 - CKSU AREA 1D55U01 - U/G AREA 1D55U01-04",0F1,IFC,T-TPS-PTJ-02051,1/5/2025,Final,079254C-1D55-TSI-PTJ-14-00002_0,,,,√,,√,,,,,,,,,,,,,,,
"174,205",L,CONS,1D55,DW,14,25,079254C-1D55-DW-1425-001-05,"ROADS, PAVING & FINISHING LAYOUT - UNIT 1D55 - CKSU AREA 1D55U01 - U/G AREA 1D55U01-05",0,IFC,T-TP-PTJ-00768,7/3/2023,Final,,,,,√,,√,,,,,,,,,,,,,,,
"174,205",P,CONS,1D55,DW,14,25,079254C-1D55-DW-1425-001-06,"ROADS, PAVING & FINISHING LAYOUT - UNIT 1D55 - CKSU AREA 1D55U01 - U/G AREA 1D55U01-06",0,IFC,T-TP-PTJ-00768,7/3/2023,Rev-up,,,,,√,,√,,,,,,,,,,,,,,,
593,L,CONS,1D55,DW,14,25,079254C-1D55-DW-1425-001-06,"ROADS, PAVING & FINISHING LAYOUT - UNIT 1D55 - CKSU AREA 1D55U01 - U/G AREA 1D55U01-06",0F1,IFC,T-TPS-PTJ-02000,12/12/2024,Final,079254C-1D55-TSI-PTJ-17-00007_1,,,,√,,√,,,,,,,,,,,,,,,
,P,TEND,1D55,DW,14,42,079254C-1D55-DW-1442-002-01,MAJOR UNDERGROUND LAYOUT UNIT 55 (COKE STORAGE AND HANDLING -CKSU),B,IFEW,Exhibit D,,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,L,INFO,1D55,DW,14,42,079254C-1D55-DW-1442-002-01,MAJOR UNDERGROUND LAYOUT UNIT 55 (COKE STORAGE AND HANDLING -CKSU),E,IFP,T-TP-PTJ-00139,10/26/2021,Final,,,,,,,,,,,,,,,,,,,,,,
,L,INFO,1D55,DW,14,51,079254C-1D55-DW-1451-001-01,"UNIT-55 - CKSU - KEY PLAN
FOR U/G AND A/G 3D MODEL",C,IDD,T-TP-PTJ-00052,7/9/2021,Final,,,,,,,,,,,,,,,,,,,,,,
,P,INFO,1D55,DW,14,52,079254C-1D55-DW-1452-001-01,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-01",A,IFR,T-TP-PTJ-00147,11/2/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-01,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-01",0,IFC,T-TP-PTJ-00389,4/22/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"4,4-01, 12,15,22,185",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-01,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-01",1,IFC,T-TP-PTJ-00685,12/1/2022,Rev-up,,,,,√,,√,,,,,√,,√,√√,,,,,,,
"207,208,209",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-01,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-01",2,IFC,T-TP-PTJ-00768,7/3/2023,Rev-up,,,,,√,,√,,,,,√,,,,,,,,,,
"211,212,213",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-01,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-01",3,IFC,T-TP-PTJ-00776,7/28/2023,Rev-up,,,,,v,,√,,,,,√,,,,,,,,,,
"304,305,307",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-01,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-01",3F1,IFC,T-TPS-PTJ-01060,12/14/2023,Rev-up,079254C-1D55-TSI-14-00001_1,,,,v,,√,,,,,√,,,,,,,,,,
561,P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-01,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-01",3F2,IFC,T-TPS-PTJ-01830,10/20/2024,Rev-up,079254C-1D55-TSI-14-00005_0,,,,v,,√,,,,,√,,,,,,,,,,
609,L,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-01,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-01",3F3,IFC,T-TPS-PTJ-02051,1/5/2025,Final,079254C-1D55-TSI-PTJ-14-00002_0,,,,v,,√,,,,,√,,,,,,,,,,
,P,INFO,1D55,DW,14,52,079254C-1D55-DW-1452-001-02,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-02",A,IFR,T-TP-PTJ-00147,11/2/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"4,4-01, 12,15,22",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-02,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-02",0,IFC,T-TP-PTJ-00685,12/1/2022,Rev-up,,,,,√,,√,,,,,√,,,√√,,,,,,,
"136,137,138,139,185",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-02,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-02",1,IFC,T-TP-PTJ-00745,4/21/2023,Rev-up,,,,,,,,,,,,,,√,,,,,,,,
"211,212,213",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-02,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-02",2,IFC,T-TP-PTJ-00776,7/28/2023,Rev-up,,,,,v,,√,,,,,√,,,,,,,,,,
"366,367,368",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-02,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-02",2F1,IFC,PTJ-TQ-14-00008,1/21/2024,Rev-up,"PTJ-TQ-14-00008_0
updated revision Delivered by mail aya sherif at 21/1/2024",,,,v,,√,,,,,√,,,,,,,,,,
"390,391,392",L,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-02,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-02",2F2,IFC,T-TPS-PTJ-01219,2/17/2024,Final,PTJ-TQ-14-00092_0X,,,,v,,√,,,,,√,,,,,,,,,,
,P,INFO,1D55,DW,14,52,079254C-1D55-DW-1452-001-03,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-03",A,IFR,T-TP-PTJ-00147,11/2/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"4,4-01, 12,15,22",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-03,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-03",0,IFC,T-TP-PTJ-00685,12/1/2022,Rev-up,,,,,√,,√,,,,,√,,,√√,,,,,,,
"136,137,138,139,185",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-03,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-03",1,IFC,T-TP-PTJ-00745,4/21/2023,Rev-up,,,,,,,,,,,,,,√,,,,,,,,
"211,212,213",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-03,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-03",2,IFC,T-TP-PTJ-00776,7/28/2023,Rev-up,,,,,v,,√,,,,,√,,,,,,,,,,
"366,367,368",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-03,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-03",2F1,IFC,PTJ-TQ-14-00008,1/21/2024,Rev-up,"PTJ-TQ-14-00008_0
updated revision Delivered by mail aya sherif at 21/1/2024",,,,v,,√,,,,,√,,,,,,,,,,
"408,409,410",L,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-03,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-03",2F2,IFC,T-TPS-PTJ-01248,2/28/2024,Final,PTJ-TQ-14-00096_0X,,,,v,,√,,,,,√,,,,,,,,,,
,P,INFO,1D55,DW,14,52,079254C-1D55-DW-1452-001-04,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-04",A,IFR,T-TP-PTJ-00147,11/2/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-04,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-04",0,IFC,T-TP-PTJ-00389,4/22/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"4,4-01, 12,15,22,185",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-04,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-04",1,IFC,T-TP-PTJ-00685,12/1/2022,Rev-up,,,,,√,,√,,,,,√,,√,√√,,,,,,,
"207,208,209",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-04,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-04",2,IFC,T-TP-PTJ-00768,7/3/2023,Rev-up,,,,,√,,√,,,,,√,,,,,,,,,,
"211,212,213",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-04,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-04",3,IFC,T-TP-PTJ-00776,7/28/2023,Rev-up,,,,,v,,√,,,,,√,,,,,,,,,,
"304,305,307",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-04,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-04",3F1,IFC,T-TPS-PTJ-01060,12/14/2023,Rev-up,079254C-1D55-TSI-14-00001_1,,,,v,,√,,,,,√,,,,,,,,,,
609,L,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-04,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-04",3F2,IFC,T-TPS-PTJ-02051,1/5/2025,Final,079254C-1D55-TSI-PTJ-14-00002_0,,,,v,,√,,,,,√,,,,,,,,,,
,P,INFO,1D55,DW,14,52,079254C-1D55-DW-1452-001-05,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-05",A,IFR,T-TP-PTJ-00147,11/2/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
,P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-05,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-05",0,IFC,T-TP-PTJ-00389,4/22/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"4,4-01, 12,15,22",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-05,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-05",1,IFC,T-TP-PTJ-00685,12/1/2022,Rev-up,,,,,√,,√,,,,,√,,,√√,,,,,,,
"136,137,138,139,185",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-05,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-05",2,IFC,T-TP-PTJ-00745,4/21/2023,Rev-up,079254C-1D55-TSI-PTJ-14-00001_0,,,,,,,,,,,,,√,,,,,,,,
"211,212,213",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-05,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-05",3,IFC,T-TP-PTJ-00776,7/28/2023,Rev-up,,,,,v,,√,,,,,√,,,,,,,,,,
"304,305,307",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-05,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-05",3F2,IFC,T-TPS-PTJ-01060,12/14/2023,Rev-up,079254C-1D55-TSI-14-00001_1,,,,v,,√,,,,,√,,,,,,,,,,
519,P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-05,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-05",3F3,IFC,T-TPS-PTJ-01618,7/29/2024,Rev-up,079254C-1D55-TSI-PTJ-14-00004_1,,,,v,,√,,,,,√,,,,,,,,,,
593,P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-05,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-05",3F4,IFC,T-TPS-PTJ-02000,12/12/2024,Rev-up,079254C-1D55-TSI-PTJ-17-00007_1,,,,√,,√,,,,,,,,,,,,,,,
644,L,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-05,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-05",3F5,IFC,T-TPS-PTJ-02218,2/19/2025,Final,079254C-1D55-TSI-PTJ-14-00007_0,,,,√,,√,,,,,,,,,,,,,,,
,P,INFO,1D55,DW,14,52,079254C-1D55-DW-1452-001-06,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-06",A,IFR,T-TP-PTJ-00147,11/2/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"4,4-01, 12,15,22",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-06,"GRADING, UNDERGROUND &
FOUNDATION PLAN - UNIT 1D55 -
CKSU - AREA 1D55U01 - U/G AREA
1D55U01-06",0,IFC,T-TP-PTJ-00685,12/1/2022,Rev-up,,,,,√,,√,,,,,√,,,√√,,,,,,,
"136,137,138,139,185",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-06,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-06",1,IFC,T-TP-PTJ-00745,4/21/2023,Rev-up,079254C-1D55-TSI-PTJ-14-00001,,,,,,,,,,,,,√,,,,,,,,
"211,212,213",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-06,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-06",2,IFC,T-TP-PTJ-00776,7/28/2023,Rev-up,,,,,v,,√,,,,,√,,,,,,,,,,
,P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-06,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-06",2F1,IFC,-,11/16/2023,Rev-up,"DIDN''T ISSUE TO PTJ WITH REV 2F1
079254C-1D55-TSI-14-00001_0 & TQ-14-00008",,,,,,,,,,,,,,,,,,,,,
"304,305,307",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-06,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-06",2F2,IFC,T-TPS-PTJ-01060,12/14/2023,Rev-up,079254C-1D55-TSI-14-00001_1,,,,v,,√,,,,,√,,,,,,,,,,
"390,391,392",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-06,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-06",2F3,IFC,T-TPS-PTJ-01219,2/17/2024,Rev-up,PTJ-TQ-14-00092_0X,,,,v,,√,,,,,√,,,,,,,,,,
"408,409,410",P,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-06,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-06",2F4,IFC,T-TPS-PTJ-01248,2/28/2024,Rev-up,PTJ-TQ-14-00096_0X,,,,v,,√,,,,,√,,,,,,,,,,
593,L,CONS,1D55,DW,14,52,079254C-1D55-DW-1452-001-06,"GRADING, UNDERGROUND &FOUNDATION PLAN - UNIT 1D55 -CKSU - AREA 1D55U01 - U/G AREA1D55U01-06",2F5,IFC,T-TPS-PTJ-02000,12/12/2024,Final,079254C-1D55-TSI-PTJ-17-00007_1,,,,√,,√,,,,,,,,,,,,,,,
,P,INFO,1D55,DW,14,53,079254C-1D55-DW-1453-001-01,"SCHEDULE PITS - UNIT 1D55 -
CKSU",A,IFR,T-TP-PTJ-00151,11/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"3,15,26",P,CONS,1D55,DW,14,53,079254C-1D55-DW-1453-001-01,"SCHEDULE PITS - UNIT 1D55 -
CKSU",0,IFC,T-TP-PTJ-00644,9/14/2022,Rev-up,,,,,,,√,,,,,√,,,√,,,,,,,
"20,22,25,39,479",L,CONS,1D55,DW,14,53,079254C-1D55-DW-1453-001-01,"SCHEDULE PITS - UNIT 1D55 -
CKSU",1,IFC,T-TP-PTJ-00697,12/23/2022,Final,,,,,√,,√,,,,,√√,,,√,,,,,,,
,P,INFO,1D55,DW,14,53,079254C-1D55-DW-1453-001-02,"SCHEDULE PITS - UNIT 1D55 -
CKSU",A,IFR,T-TP-PTJ-00151,11/3/2021,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"3,15,26",P,CONS,1D55,DW,14,53,079254C-1D55-DW-1453-001-02,"SCHEDULE PITS - UNIT 1D55 -
CKSU",0,IFC,T-TP-PTJ-00644,9/14/2022,Rev-up,,,,,,,√,,,,,√,,,√,,,,,,,
"20,22,25,39",P,CONS,1D55,DW,14,53,079254C-1D55-DW-1453-001-02,"SCHEDULE PITS - UNIT 1D55 -
CKSU",1,IFC,T-TP-PTJ-00697,12/23/2022,Rev-up,,,,,√,,√,,,,,√,,,√,,,,,,,
"207,208,209,479",L,CONS,1D55,DW,14,53,079254C-1D55-DW-1453-001-02,"SCHEDULE PITS - UNIT 1D55 -
CKSU",2,IFC,T-TP-PTJ-00768,7/3/2023,Final,,,,,√,,√,,,,,√√,,,,,,,,,,
"3,15,26",P,CONS,1D55,DW,14,53,079254C-1D55-DW-1453-001-03,"SCHEDULE PITS - UNIT 1D55 -
CKSU",0,IFC,T-TP-PTJ-00644,9/14/2022,Rev-up,,,,,,,√,,,,,√,,,√,,,,,,,
"20,22,25,39",P,CONS,1D55,DW,14,53,079254C-1D55-DW-1453-001-03,"SCHEDULE PITS - UNIT 1D55 -
CKSU",1,IFC,T-TP-PTJ-00697,12/23/2022,Rev-up,,,,,√,,√,,,,,√,,,√,,,,,,,
"145,146,147",P,CONS,1D55,DW,14,53,079254C-1D55-DW-1453-001-03,"SCHEDULE PITS - UNIT 1D55 -
CKSU",2,IFC,T-TP-PTJ-00750,5/5/2023,Rev-up,,,,,√,,√,,,,,√,,,,,,,,,,
"390,391,392",P,CONS,1D55,DW,14,53,079254C-1D55-DW-1453-001-03,"SCHEDULE PITS - UNIT 1D55 -
CKSU",2F1,IFC,T-TPS-PTJ-01219,2/17/2024,Rev-up,PTJ-TQ-14-00092_0X,,,,√,,√,,,,,√,,,,,,,,,,
"435,479",P,CONS,1D55,DW,14,53,079254C-1D55-DW-1453-001-03,"SCHEDULE PITS - UNIT 1D55 -
CKSU",2F2,IFC,T-TPS-PTJ-01319,3/28/2024,Rev-up,079254C-1D55-TSI-PTJ-14-00003_0,,,,√,,√,,,,,√√,,,,,,,,,,
519,L,CONS,1D55,DW,14,53,079254C-1D55-DW-1453-001-03,"SCHEDULE PITS - UNIT 1D55 -
CKSU",2F3,IFC,T-TPS-PTJ-01618,3/28/2024,Final,079254C-1D55-TSI-PTJ-14-00004_1,,,,√,,√,,,,,√,,,,,,,,,,
,P,INFO,1D55,DW,14,54,079254C-1D55-DW-1454-001-01,ELECTRICAL CABLES TRENCH - PLAN AND DETAILS - UNIT 1D55 (CKSU) - AREA 1D55U01,A,IFR,T-TP-PTJ-00280,2/28/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"12,15,22",P,CONS,1D55,DW,14,54,079254C-1D55-DW-1454-001-01,ELECTRICAL CABLES TRENCH - PLAN AND DETAILS - UNIT 1D55 (CKSU) - AREA 1D55U01,0,IFC,T-TP-PTJ-00679,11/18/2022,Rev-up,,,,,√,,√,,,,,√,,,√,,,,,,,
"28,32,35,39",P,CONS,1D55,DW,14,54,079254C-1D55-DW-1454-001-01,ELECTRICAL CABLES TRENCH - PLAN AND DETAILS - UNIT 1D55 (CKSU) - AREA 1D55U01,1,IFC,T-TP-PTJ-00700,1/5/2023,Rev-up,,,,,√,,√,,,,,√,,,√,,,,,,,
593,P,CONS,1D55,DW,14,54,079254C-1D55-DW-1454-001-01,ELECTRICAL CABLES TRENCH - PLAN AND DETAILS - UNIT 1D55 (CKSU) - AREA 1D55U01,1F1,IFC,T-TPS-PTJ-02000,12/12/2024,Rev-up,079254C-1D55-TSI-PTJ-17-00007_1,,,,√,,√,,,,,,,,,,,,,,,
644,L,CONS,1D55,DW,14,54,079254C-1D55-DW-1454-001-01,ELECTRICAL CABLES TRENCH - PLAN AND DETAILS - UNIT 1D55 (CKSU) - AREA 1D55U01,1F2,IFC,T-TPS-PTJ-02218,2/19/2025,Final,079254C-1D55-TSI-PTJ-14-00007_0,,,,√,,√,,,,,,,,,,,,,,,
,P,INFO,1D55,DW,14,54,079254C-1D55-DW-1454-001-02,"ELECTRICAL CABLES TRENCH - PLAN AND DETAILS - UNIT 1D55 (CKSU) - AREA 1D55U01 - UG AREA 1D55U01-01, 04",A,IFR,T-TP-PTJ-00280,2/28/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"12,15,22",P,CONS,1D55,DW,14,54,079254C-1D55-DW-1454-001-02,"ELECTRICAL CABLES TRENCH - PLAN AND DETAILS - UNIT 1D55 (CKSU) - AREA 1D55U01 - UG AREA 1D55U01-01, 04",0,IFC,T-TP-PTJ-00679,11/18/2022,Rev-up,,,,,√,,√,,,,,√,,,√,,,,,,,
"28,32,35,39",P,CONS,1D55,DW,14,54,079254C-1D55-DW-1454-001-02,"ELECTRICAL CABLES TRENCH - PLAN AND DETAILS - UNIT 1D55 (CKSU) - AREA 1D55U01 - UG AREA 1D55U01-01, 04",1,IFC,T-TP-PTJ-00700,1/5/2023,Rev-up,,,,,√,,√,,,,,√,,,√,,,,,,,
609,L,CONS,1D55,DW,14,54,079254C-1D55-DW-1454-001-02,"ELECTRICAL CABLES TRENCH - PLAN AND DETAILS - UNIT 1D55 (CKSU) - AREA 1D55U01 - UG AREA 1D55U01-01, 04",1F1,IFC,T-TPS-PTJ-02051,1/5/2025,Final,079254C-1D55-TSI-PTJ-14-00002_0,,,,√,,√,,,,,√,,,,,,,,,,
,P,INFO,1D55,DW,14,54,079254C-1D55-DW-1454-001-03,"ELECTRICAL CABLES TRENCH - PLAN AND DETAILS - UNIT 1D55 (CKSU) - AREA 1D55U01 - UG AREA 1D55U01-02, 05",A,IFR,T-TP-PTJ-00280,2/28/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
"12,15,22",P,CONS,1D55,DW,14,54,079254C-1D55-DW-1454-001-03,"ELECTRICAL CABLES TRENCH - PLAN AND DETAILS - UNIT 1D55 (CKSU) - AREA 1D55U01 - UG AREA 1D55U01-02, 05",0,IFC,T-TP-PTJ-00679,11/18/2022,Rev-up,,,,,√,,√,,,,,√,,,√,,,,,,,
"28,32,35,39",L,CONS,1D55,DW,14,54,079254C-1D55-DW-1454-001-03,"ELECTRICAL CABLES TRENCH - PLAN AND DETAILS - UNIT 1D55 (CKSU) - AREA 1D55U01 - UG AREA 1D55U01-02, 05",1,IFC,T-TP-PTJ-00700,1/5/2023,Final,,,,,√,,√,,,,,√,,,√,,,,,,,
,P,INFO,1D55,DW,14,54,079254C-1D55-DW-1454-001-04,"ELECTRICAL CABLES TRENCH - PLAN AND DETAILS - UNIT 1D55 (CKSU) - AREA 1D55U01 - UG AREA 1D55U01-03, 06",A,IFR,T-TP-PTJ-00280,2/28/2022,Rev-up,,,,,,,,,,,,,,,,,,,,,,
